ts,qty,px,notional,cum_qty,cum_cost,strategy
2025-10-17 09:30:00-04:00,320692.30000000005,253.88094169037404,81417663.11685196,320692.30000000005,81417663.11685196,POV
2025-10-17 09:31:00-04:00,15862.300000000001,256.3675915954503,4066579.648164511,336554.60000000003,85484242.76501647,POV
2025-10-17 09:34:00-04:00,99312.5,255.7563775373622,25399805.244179282,435867.10000000003,110884048.00919574,POV
2025-10-17 09:35:00-04:00,10133.300000000001,256.1503240952023,2595648.0791539135,446000.4,113479696.08834966,POV
2025-10-17 09:36:00-04:00,9967.300000000001,256.15499887203913,2553173.7202572757,455967.7,116032869.80860694,POV
2025-10-17 09:37:00-04:00,14572.300000000001,256.58440715522096,3739024.9563880265,470540.0,119771894.76499496,POV
2025-10-17 09:38:00-04:00,11757.300000000001,255.64025046912477,3005639.116840641,482297.3,122777533.88183561,POV
2025-10-17 09:39:00-04:00,9643.0,255.3757827586678,2462588.673141834,491940.3,125240122.55497745,POV
2025-10-17 09:40:00-04:00,9843.900000000001,255.5123546513689,2515238.0679526106,501784.2,127755360.62293005,POV
2025-10-17 09:41:00-04:00,9710.6,255.24504869545973,2478582.5698621315,511494.8,130233943.19279218,POV
2025-10-17 09:42:00-04:00,7683.900000000001,255.40784729488269,1962528.357829149,519178.7,132196471.55062133,POV
2025-10-17 09:43:00-04:00,17054.3,254.981665847524,4348533.823863428,536233.0,136545005.37448475,POV
2025-10-17 09:44:00-04:00,45528.5,255.2195236383701,11619762.081969533,581761.5,148164767.45645428,POV
2025-10-17 09:45:00-04:00,10200.800000000001,255.12487196631417,2602477.793953978,591962.3,150767245.25040826,POV
2025-10-17 09:46:00-04:00,36630.1,255.22037164716158,9348747.735472694,628592.4,160115992.98588097,POV
2025-10-17 09:47:00-04:00,16193.7,255.57518427819448,4138707.861645798,644786.1,164254700.84752676,POV
2025-10-17 09:48:00-04:00,19230.4,256.2120395932814,4927060.006194639,664016.5,169181760.8537214,POV
2025-10-17 09:49:00-04:00,9206.9,256.0773126508226,2357678.2098448584,673223.4,171539439.06356627,POV
2025-10-17 09:50:00-04:00,12854.800000000001,256.6568577874937,3299272.5754866744,686078.2000000001,174838711.63905293,POV
2025-10-17 09:51:00-04:00,9198.4,256.4956551487548,2359349.634320306,695276.6000000001,177198061.27337325,POV
2025-10-17 09:52:00-04:00,8343.7,256.2640652070719,2138190.480868246,703620.3,179336251.7542415,POV
2025-10-17 09:53:00-04:00,13895.0,256.60915743011674,3565584.242491472,717515.3,182901835.99673298,POV
2025-10-17 09:54:00-04:00,10908.2,256.5376429766712,2798363.9171181247,728423.5,185700199.9138511,POV
